locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12859_00238	CDS	1020	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
573.12859_00239	gene	972	rfaC			
573.12859_00239	CDS	972	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
573.12859_00240	gene	909				
573.12859_00240	CDS	909				hypothetical protein
573.12859_00241	gene	1170				
573.12859_00241	CDS	1170				hypothetical protein
573.12859_00242	gene	1080				
573.12859_00242	CDS	1080				hypothetical protein
573.12859_00243	gene	963				
573.12859_00243	CDS	963				hypothetical protein
573.12859_00244	gene	1077	rfaQ			
573.12859_00244	CDS	1077	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
573.12859_00245	gene	1128	rfaG			
573.12859_00245	CDS	1128	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
573.12859_00246	gene	1095	pglJ			
573.12859_00246	CDS	1095	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
573.12859_00247	gene	990				
573.12859_00247	CDS	990				hypothetical protein
573.12859_00248	gene	1275	waaA			
573.12859_00248	CDS	1275	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
573.12859_00249	gene	777				
573.12859_00249	CDS	777				hypothetical protein
573.12859_00250	gene	480	coaD			
573.12859_00250	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
573.12859_00251	gene	810	mutM			
573.12859_00251	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
573.12859_00252	gene	168	rpmG			
573.12859_00252	CDS	168	rpmG		COG0267	50S ribosomal protein L33
573.12859_00253	gene	237	rpmB			
573.12859_00253	CDS	237	rpmB		COG0227	50S ribosomal protein L28
573.12859_00254	gene	666				
573.12859_00254	CDS	666				hypothetical protein
573.12859_00255	gene	1218	coaBC			
573.12859_00255	CDS	1218	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
573.12859_00256	gene	459	dut			
573.12859_00256	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
573.12859_00257	gene	597	slmA			
573.12859_00257	CDS	597	slmA		COG1309	Nucleoid occlusion factor SlmA
573.12859_00258	gene	1017	gnl			
573.12859_00258	CDS	1017	gnl	3.1.1.17		Gluconolactonase
573.12859_00259	gene	642	pyrE			
573.12859_00259	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
573.12859_00260	gene	717	rph			
573.12859_00260	CDS	717	rph	2.7.7.56		Ribonuclease PH
573.12859_00261	gene	1095	ybhR_1			
573.12859_00261	CDS	1095	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
573.12859_00262	gene	918	ybhF_1			
573.12859_00262	CDS	918	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
573.12859_00263	gene	966				
573.12859_00263	CDS	966				hypothetical protein
573.12859_00264	gene	1701				
573.12859_00264	CDS	1701				hypothetical protein
573.12859_00265	gene	864				
573.12859_00265	CDS	864				hypothetical protein
573.12859_00266	gene	747				
573.12859_00266	CDS	747			COG2513	putative protein
573.12859_00267	gene	1059	ada_1			
573.12859_00267	CDS	1059	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
573.12859_00268	gene	1251	clcB_1			
573.12859_00268	CDS	1251	clcB_1			Voltage-gated ClC-type chloride channel ClcB
573.12859_00269	gene	618				
573.12859_00269	CDS	618				hypothetical protein
573.12859_00270	gene	1677	ligB			
573.12859_00270	CDS	1677	ligB	6.5.1.2	COG0272	DNA ligase B
573.12859_00271	gene	624	gmk			
573.12859_00271	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
573.12859_00272	gene	276	rpoZ			
573.12859_00272	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
573.12859_00273	gene	2121	spoT			
573.12859_00273	CDS	2121	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
573.12859_00274	gene	690	trmH			
573.12859_00274	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
573.12859_00275	gene	2082	recG			
573.12859_00275	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
573.12859_00276	gene	1011	glpX			
573.12859_00276	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
573.12859_00277	gene	747	fpr			
573.12859_00277	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
573.12859_00278	gene	429				
573.12859_00278	CDS	429				hypothetical protein
573.12859_00279	gene	603				
573.12859_00279	CDS	603				hypothetical protein
573.12859_00280	gene	768	tpiA			
573.12859_00280	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
573.12859_00281	gene	1305				
573.12859_00281	CDS	1305				hypothetical protein
573.12859_00282	gene	765	cdh			
573.12859_00282	CDS	765	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
573.12859_00283	gene	990	sbp			
573.12859_00283	CDS	990	sbp		COG1613	Sulfate-binding protein
573.12859_00284	gene	240	zapB			
573.12859_00284	CDS	240	zapB		COG3074	Cell division protein ZapB
573.12859_00285	gene	852	glpF_1			
573.12859_00285	CDS	852	glpF_1		COG0580	Glycerol uptake facilitator protein
573.12859_00286	gene	1512	glpK			
573.12859_00286	CDS	1512	glpK	2.7.1.30	COG0554	Glycerol kinase
573.12859_00287	gene	1203	gltS			
573.12859_00287	CDS	1203	gltS		COG0786	Sodium/glutamate symporter
573.12859_00288	gene	1392	xanP_1			
573.12859_00288	CDS	1392	xanP_1		COG2233	Xanthine permease XanP
573.12859_00289	gene	1716				
573.12859_00289	CDS	1716				hypothetical protein
573.12859_00290	gene	1560	malP_3			
573.12859_00290	CDS	1560	malP_3		COG1263	PTS system maltose-specific EIICB component
573.12859_00291	gene	1380	bglT			
573.12859_00291	CDS	1380	bglT	3.2.1.86	COG1486	6-phospho-beta-glucosidase BglT
573.12859_00292	gene	723				
573.12859_00292	CDS	723				hypothetical protein
573.12859_00293	gene	2319	yicI			
573.12859_00293	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
573.12859_00294	gene	1395	yicJ_1			
573.12859_00294	CDS	1395	yicJ_1		COG2211	Inner membrane symporter YicJ
573.12859_00295	gene	95				
573.12859_00295	tRNA	95				tRNA-SeC(tca)
573.12859_00296	gene	468				
573.12859_00296	CDS	468				hypothetical protein
573.12859_00297	gene	1008				
573.12859_00297	CDS	1008				Zinc-type alcohol dehydrogenase-like protein
573.12859_00298	gene	291	ycnE			
573.12859_00298	CDS	291	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
573.12859_00299	gene	699	iprA_1			
573.12859_00299	CDS	699	iprA_1			Inhibitor of hydrogen peroxide resistance
573.12859_00300	gene	1050	yahK			
573.12859_00300	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
573.12859_00301	gene	954	cdhR			
573.12859_00301	CDS	954	cdhR		COG4977	HTH-type transcriptional regulator CdhR
573.12859_00302	gene	780				
573.12859_00302	CDS	780				hypothetical protein
573.12859_00303	gene	561	rppH_1			
573.12859_00303	CDS	561	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
573.12859_00304	gene	855				
573.12859_00304	CDS	855				hypothetical protein
573.12859_00305	gene	810	nlpA			
573.12859_00305	CDS	810	nlpA		COG1464	Lipoprotein 28
573.12859_00306	gene	906	mtrA			
573.12859_00306	CDS	906	mtrA			HTH-type transcriptional regulator MtrA
573.12859_00307	gene	537				
573.12859_00307	CDS	537				hypothetical protein
573.12859_00308	gene	471				
573.12859_00308	CDS	471				hypothetical protein
573.12859_00309	gene	627				
573.12859_00309	CDS	627				hypothetical protein
573.12859_00310	gene	915	dmlR_2			
573.12859_00310	CDS	915	dmlR_2			HTH-type transcriptional regulator DmlR
573.12859_00311	gene	1494	bmr3			
573.12859_00311	CDS	1494	bmr3			Multidrug resistance protein 3
573.12859_00312	gene	648	betI_1			
573.12859_00312	CDS	648	betI_1			HTH-type transcriptional regulator BetI
573.12859_00313	gene	417				
573.12859_00313	CDS	417		2.3.1.-		Acetyltransferase
573.12859_00314	gene	1125	mexA			
573.12859_00314	CDS	1125	mexA			Multidrug resistance protein MexA
573.12859_00315	gene	3108	mexB			
573.12859_00315	CDS	3108	mexB		COG0841	Multidrug resistance protein MexB
573.12859_00316	gene	1365	oprM_1			
573.12859_00316	CDS	1365	oprM_1		COG1538	Outer membrane protein OprM
573.12859_00317	gene	1164	bcr_1			
573.12859_00317	CDS	1164	bcr_1			Bicyclomycin resistance protein
573.12859_00318	gene	903	murQ_1			
573.12859_00318	CDS	903	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
573.12859_00319	gene	1434	murP			
573.12859_00319	CDS	1434	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
573.12859_00320	gene	903	yicL			
573.12859_00320	CDS	903	yicL		COG0697	putative inner membrane transporter YicL
573.12859_00321	gene	291				
573.12859_00321	CDS	291				hypothetical protein
573.12859_00322	gene	864				
573.12859_00322	CDS	864				hypothetical protein
573.12859_00323	gene	1086	galD			
573.12859_00323	CDS	1086	galD	5.3.2.8	COG2828	4-oxalomesaconate tautomerase
573.12859_00324	gene	714	galC			
573.12859_00324	CDS	714	galC	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipic acid aldolase
573.12859_00325	gene	741	galB			
573.12859_00325	CDS	741	galB	4.2.1.83	COG2120	4-oxalmesaconate hydratase
573.12859_00326	gene	1227	hdfR_1			
573.12859_00326	CDS	1227	hdfR_1			HTH-type transcriptional regulator HdfR
573.12859_00327	gene	1263	galA			
573.12859_00327	CDS	1263	galA	1.13.11.57		Gallate dioxygenase
573.12859_00328	gene	1371	pcaK_2			
573.12859_00328	CDS	1371	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
573.12859_00329	gene	945				
573.12859_00329	CDS	945			COG1609	HTH-type transcriptional regulator
573.12859_00330	gene	315	celA_1			
573.12859_00330	CDS	315	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
573.12859_00331	gene	1323	licC_1			
573.12859_00331	CDS	1323	licC_1		COG1455	Lichenan permease IIC component
573.12859_00332	gene	303	chbA_1			
573.12859_00332	CDS	303	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
573.12859_00333	gene	75				
573.12859_00333	tRNA	75				tRNA-Lys(ttt)
573.12859_00334	gene	76				
573.12859_00334	tRNA	76				tRNA-Lys(ttt)
573.12859_00335	gene	1044	nadA			
573.12859_00335	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
573.12859_00336	gene	720	pnuC			
573.12859_00336	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
573.12859_00337	gene	945	zitB			
573.12859_00337	CDS	945	zitB		COG1230	Zinc transporter ZitB
573.12859_00338	gene	366				
573.12859_00338	CDS	366				hypothetical protein
573.12859_00339	gene	1053	aroG			
573.12859_00339	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
573.12859_00340	gene	753	gpmA			
573.12859_00340	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
573.12859_00341	gene	1044	galM			
573.12859_00341	CDS	1044	galM	5.1.3.3	COG2017	Aldose 1-epimerase
573.12859_00342	gene	1149	galK			
573.12859_00342	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
573.12859_00343	gene	1047	galT			
573.12859_00343	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
573.12859_00344	gene	1017	galE			
573.12859_00344	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
573.12859_00345	gene	1473	modF			
573.12859_00345	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
573.12859_00346	gene	789	modE			
573.12859_00346	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
573.12859_00347	gene	150	acrZ			
573.12859_00347	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
573.12859_00348	gene	774	modA			
573.12859_00348	CDS	774	modA		COG0725	Molybdate-binding protein ModA
573.12859_00349	gene	690	modB			
573.12859_00349	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
573.12859_00350	gene	1059	btuD_1			
573.12859_00350	CDS	1059	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
573.12859_00351	gene	819	ybhA			
573.12859_00351	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
573.12859_00352	gene	996	pgl_1			
573.12859_00352	CDS	996	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
573.12859_00353	gene	267	ariR			
573.12859_00353	CDS	267	ariR			putative two-component-system connector protein AriR
573.12859_00354	gene	306				
573.12859_00354	CDS	306				hypothetical protein
573.12859_00355	gene	246	ycgZ			
573.12859_00355	CDS	246	ycgZ			putative two-component-system connector protein YcgZ
573.12859_00356	gene	1212	bluF_1			
573.12859_00356	CDS	1212	bluF_1			Blue light- and temperature-regulated antirepressor BluF
573.12859_00357	gene	735	bluR			
573.12859_00357	CDS	735	bluR		COG0789	HTH-type transcriptional repressor BluR
573.12859_00358	gene	555				
573.12859_00358	CDS	555				hypothetical protein
573.12859_00359	gene	213				
573.12859_00359	CDS	213				hypothetical protein
573.12859_00360	gene	507				
573.12859_00360	CDS	507				hypothetical protein
573.12859_00361	gene	966				
573.12859_00361	CDS	966				hypothetical protein
573.12859_00362	gene	3066	bepE			
573.12859_00362	CDS	3066	bepE			Efflux pump membrane transporter BepE
573.12859_00363	gene	1086	mdtA_1			
573.12859_00363	CDS	1086	mdtA_1			Multidrug resistance protein MdtA
573.12859_00364	gene	111				
573.12859_00364	CDS	111				hypothetical protein
573.12859_00365	gene	432	uspG_1			
573.12859_00365	CDS	432	uspG_1		COG0589	Universal stress protein UP12
573.12859_00366	gene	2688	ctpF_1			
573.12859_00366	CDS	2688	ctpF_1	3.6.3.-	COG0474	putative cation-transporting ATPase F
573.12859_00367	gene	1284	ybhC			
573.12859_00367	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
573.12859_00368	gene	1260	hutI			
573.12859_00368	CDS	1260	hutI	3.5.2.7	COG1228	Imidazolonepropionase
573.12859_00369	gene	957	hutG			
573.12859_00369	CDS	957	hutG	3.5.3.8	COG0010	Formimidoylglutamase
573.12859_00370	gene	726	nagR			
573.12859_00370	CDS	726	nagR		COG2188	HTH-type transcriptional repressor NagR
573.12859_00371	gene	1689	hutU			
573.12859_00371	CDS	1689	hutU	4.2.1.49	COG2987	Urocanate hydratase
573.12859_00372	gene	1527	hutH			
573.12859_00372	CDS	1527	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
573.12859_00373	gene	1383	proY_1			
573.12859_00373	CDS	1383	proY_1		COG1113	Proline-specific permease ProY
573.12859_00374	gene	477				
573.12859_00374	CDS	477				hypothetical protein
573.12859_00375	gene	1290	bioA			
573.12859_00375	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
573.12859_00376	gene	1041	bioB			
573.12859_00376	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
573.12859_00377	gene	1158	bioF			
573.12859_00377	CDS	1158	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
573.12859_00378	gene	756	bioC			
573.12859_00378	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
573.12859_00379	gene	723	bioD1_1			
573.12859_00379	CDS	723	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
573.12859_00380	gene	723	livF_2			
573.12859_00380	CDS	723	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
573.12859_00381	gene	2022	uvrB_1			
573.12859_00381	CDS	2022	uvrB_1		COG0556	UvrABC system protein B
573.12859_00382	gene	93				
573.12859_00382	CDS	93				hypothetical protein
573.12859_00383	gene	1098	basS			
573.12859_00383	CDS	1098	basS	2.7.13.3		Sensor protein BasS
573.12859_00384	gene	672	basR			
573.12859_00384	CDS	672	basR			Transcriptional regulatory protein BasR
573.12859_00385	gene	1641	eptA			
573.12859_00385	CDS	1641	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
573.12859_00386	gene	906	ybhK			
573.12859_00386	CDS	906	ybhK		COG0391	Putative gluconeogenesis factor
573.12859_00387	gene	1023	moaA			
573.12859_00387	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
573.12859_00388	gene	513	moaB			
573.12859_00388	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
573.12859_00389	gene	489	moaC			
573.12859_00389	CDS	489	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
573.12859_00390	gene	249	moaD			
573.12859_00390	CDS	249	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
573.12859_00391	gene	453	moaE			
573.12859_00391	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
573.12859_00392	gene	705	ybhL			
573.12859_00392	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
573.12859_00393	gene	966	ybhN			
573.12859_00393	CDS	966	ybhN		COG0392	Inner membrane protein YbhN
573.12859_00394	gene	1245	clsB_1			
573.12859_00394	CDS	1245	clsB_1	2.7.8.-	COG1502	Cardiolipin synthase B
573.12859_00395	gene	762				
573.12859_00395	CDS	762				hypothetical protein
573.12859_00396	gene	438	ybhQ			
573.12859_00396	CDS	438	ybhQ			Inner membrane protein YbhQ
573.12859_00397	gene	1107	ybhR_2			
573.12859_00397	CDS	1107	ybhR_2		COG0842	putative multidrug ABC transporter permease YbhR
573.12859_00398	gene	1134	ybhS			
573.12859_00398	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
573.12859_00399	gene	1740	ybhF_2			
573.12859_00399	CDS	1740	ybhF_2		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
573.12859_00400	gene	996				
573.12859_00400	CDS	996				hypothetical protein
573.12859_00401	gene	660	cecR			
573.12859_00401	CDS	660	cecR		COG1309	HTH-type transcriptional dual regulator CecR
573.12859_00402	gene	924	perR			
573.12859_00402	CDS	924	perR			HTH-type transcriptional regulator PerR
573.12859_00403	gene	1332	gudP_1			
573.12859_00403	CDS	1332	gudP_1			putative glucarate transporter
573.12859_00404	gene	750	fabG_2			
573.12859_00404	CDS	750	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
573.12859_00405	gene	846	aptA_1			
573.12859_00405	CDS	846	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
573.12859_00406	gene	993	aptB_1			
573.12859_00406	CDS	993	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
573.12859_00407	gene	1356	rhlE			
573.12859_00407	CDS	1356	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
573.12859_00408	gene	2157	dinG			
573.12859_00408	CDS	2157	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
573.12859_00409	gene	969	ybiB			
573.12859_00409	CDS	969	ybiB		COG0547	putative protein YbiB
573.12859_00410	gene	261	bhsA_1			
573.12859_00410	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
573.12859_00411	gene	267	ybiI_1			
573.12859_00411	CDS	267	ybiI_1		COG1734	putative protein YbiI
573.12859_00412	gene	261	mcbA			
573.12859_00412	CDS	261	mcbA			putative protein McbA
573.12859_00413	gene	615				
573.12859_00413	CDS	615				hypothetical protein
573.12859_00414	gene	915	rlmF			
573.12859_00414	CDS	915	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
573.12859_00415	gene	2196	ybiO			
573.12859_00415	CDS	2196	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
573.12859_00416	gene	723	glnQ_1			
573.12859_00416	CDS	723	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
573.12859_00417	gene	660	glnP_1			
573.12859_00417	CDS	660	glnP_1		COG0765	Glutamine transport system permease protein GlnP
573.12859_00418	gene	747	glnH_1			
573.12859_00418	CDS	747	glnH_1		COG0834	Glutamine-binding periplasmic protein
573.12859_00419	gene	504	dps			
573.12859_00419	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
573.12859_00420	gene	888	rhtA			
573.12859_00420	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
573.12859_00421	gene	513	ompX			
573.12859_00421	CDS	513	ompX		COG3637	Outer membrane protein X
573.12859_00422	gene	1581	opgE			
573.12859_00422	CDS	1581	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
573.12859_00423	gene	126	mntS			
573.12859_00423	CDS	126	mntS			Small protein MntS
573.12859_00424	gene	474	mntR			
573.12859_00424	CDS	474	mntR		COG1321	Transcriptional regulator MntR
573.12859_00425	gene	1113	ybiR			
573.12859_00425	CDS	1113	ybiR		COG0471	Inner membrane protein YbiR
573.12859_00426	gene	1377	bglA_1			
573.12859_00426	CDS	1377	bglA_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
573.12859_00427	gene	717	gmuR			
573.12859_00427	CDS	717	gmuR		COG2188	HTH-type transcriptional regulator GmuR
573.12859_00428	gene	990	ybiS			
573.12859_00428	CDS	990	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
573.12859_00429	gene	786				
573.12859_00429	CDS	786				hypothetical protein
573.12859_00430	gene	1593	ybiT			
573.12859_00430	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
