locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12862_00267	CDS	1650	dhaK_2	2.7.1.29		Dihydroxyacetone kinase
573.12862_00268	gene	777	yqjH			
573.12862_00268	CDS	777	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
573.12862_00269	gene	555	yqjI			
573.12862_00269	CDS	555	yqjI		COG1695	Transcriptional regulator YqjI
573.12862_00270	gene	1380	patA			
573.12862_00270	CDS	1380	patA	2.6.1.82	COG4992	Putrescine aminotransferase
573.12862_00271	gene	297	lsrG			
573.12862_00271	CDS	297	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
573.12862_00272	gene	888	lsrF_1			
573.12862_00272	CDS	888	lsrF_1	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
573.12862_00273	gene	1002	lsrB_1			
573.12862_00273	CDS	1002	lsrB_1			Autoinducer 2-binding protein LsrB
573.12862_00274	gene	999	lsrD_1			
573.12862_00274	CDS	999	lsrD_1			Autoinducer 2 import system permease protein LsrD
573.12862_00275	gene	1035	lsrC			
573.12862_00275	CDS	1035	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
573.12862_00276	gene	1488	lsrA			
573.12862_00276	CDS	1488	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
573.12862_00277	gene	972	lsrR			
573.12862_00277	CDS	972	lsrR		COG2390	Transcriptional regulator LsrR
573.12862_00278	gene	1599	lsrK			
573.12862_00278	CDS	1599	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
573.12862_00279	gene	2022	fadH			
573.12862_00279	CDS	2022	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
573.12862_00280	gene	1131	rlmG			
573.12862_00280	CDS	1131	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
573.12862_00281	gene	708				
573.12862_00281	CDS	708				hypothetical protein
573.12862_00282	gene	603				
573.12862_00282	CDS	603				hypothetical protein
573.12862_00283	gene	501	ygjP			
573.12862_00283	CDS	501	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
573.12862_00284	gene	990	iolU_1			
573.12862_00284	CDS	990	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
573.12862_00285	gene	972	alx			
573.12862_00285	CDS	972	alx		COG0861	Putative membrane-bound redox modulator Alx
573.12862_00286	gene	1248	sstT			
573.12862_00286	CDS	1248	sstT		COG3633	Serine/threonine transporter SstT
573.12862_00287	gene	555	ygjV			
573.12862_00287	CDS	555	ygjV			Inner membrane protein YgjV
573.12862_00288	gene	1488	uxaA			
573.12862_00288	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
573.12862_00289	gene	1413	uxaC			
573.12862_00289	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
573.12862_00290	gene	1302	exuT_1			
573.12862_00290	CDS	1302	exuT_1			Hexuronate transporter
573.12862_00291	gene	777	lldR_1			
573.12862_00291	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
573.12862_00292	gene	663	yqjA			
573.12862_00292	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
573.12862_00293	gene	387	mzrA			
573.12862_00293	CDS	387	mzrA			Modulator protein MzrA
573.12862_00294	gene	369	yqjC			
573.12862_00294	CDS	369	yqjC			Protein YqjC
573.12862_00295	gene	306	yqjD			
573.12862_00295	CDS	306	yqjD		COG4575	putative protein YqjD
573.12862_00296	gene	399	yqjE			
573.12862_00296	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
573.12862_00297	gene	297				
573.12862_00297	CDS	297				hypothetical protein
573.12862_00298	gene	393	yqjF			
573.12862_00298	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
573.12862_00299	gene	987	yqjG			
573.12862_00299	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
573.12862_00300	gene	369	yhaH			
573.12862_00300	CDS	369	yhaH		COG3152	Inner membrane protein YhaH
573.12862_00301	gene	897	yhaJ_1			
573.12862_00301	CDS	897	yhaJ_1			HTH-type transcriptional regulator YhaJ
573.12862_00302	gene	702	yhaK			
573.12862_00302	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
573.12862_00303	gene	168				
573.12862_00303	CDS	168				hypothetical protein
573.12862_00304	gene	411				
573.12862_00304	CDS	411				hypothetical protein
573.12862_00305	gene	465				
573.12862_00305	CDS	465				hypothetical protein
573.12862_00306	gene	1146	garK_1			
573.12862_00306	CDS	1146	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
573.12862_00307	gene	891	garR			
573.12862_00307	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
573.12862_00308	gene	771	garL			
573.12862_00308	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
573.12862_00309	gene	1332	garP			
573.12862_00309	CDS	1332	garP			putative galactarate transporter
573.12862_00310	gene	150				
573.12862_00310	CDS	150				hypothetical protein
573.12862_00311	gene	1572	garD			
573.12862_00311	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
573.12862_00312	gene	951				
573.12862_00312	CDS	951		2.7.1.101	COG0524	Tagatose kinase
573.12862_00313	gene	840	srlR_1			
573.12862_00313	CDS	840	srlR_1		COG1349	Glucitol operon repressor
573.12862_00314	gene	855	gatY			
573.12862_00314	CDS	855	gatY	4.1.2.40		D-tagatose-1,6-bisphosphate aldolase subunit GatY
573.12862_00315	gene	915	lacC_1			
573.12862_00315	CDS	915	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
573.12862_00316	gene	1413	fruA_1			
573.12862_00316	CDS	1413	fruA_1		COG1299	PTS system fructose-specific EIIABC component
573.12862_00317	gene	816				
573.12862_00317	CDS	816				hypothetical protein
573.12862_00318	gene	1272	gatZ			
573.12862_00318	CDS	1272	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
573.12862_00319	gene	468	gatA			
573.12862_00319	CDS	468	gatA		COG1762	PTS system galactitol-specific EIIA component
573.12862_00320	gene	285	gatB			
573.12862_00320	CDS	285	gatB	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
573.12862_00321	gene	1383	gatC_1			
573.12862_00321	CDS	1383	gatC_1		COG3775	PTS system galactitol-specific EIIC component
573.12862_00322	gene	1044	gatD			
573.12862_00322	CDS	1044	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
573.12862_00323	gene	774	srlR_2			
573.12862_00323	CDS	774	srlR_2		COG1349	Glucitol operon repressor
573.12862_00324	gene	1002				
573.12862_00324	CDS	1002				hypothetical protein
573.12862_00325	gene	864	rsmI			
573.12862_00325	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
573.12862_00326	gene	2118	lpoA			
573.12862_00326	CDS	2118	lpoA		COG3107	Penicillin-binding protein activator LpoA
573.12862_00327	gene	387				
573.12862_00327	CDS	387				hypothetical protein
573.12862_00328	gene	591	diaA			
573.12862_00328	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
573.12862_00329	gene	576	osmY_1			
573.12862_00329	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
573.12862_00330	gene	1041				
573.12862_00330	CDS	1041				hypothetical protein
573.12862_00331	gene	648				
573.12862_00331	CDS	648				hypothetical protein
573.12862_00332	gene	537	yhbO			
573.12862_00332	CDS	537	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
573.12862_00333	gene	444				
573.12862_00333	CDS	444				hypothetical protein
573.12862_00334	gene	321				
573.12862_00334	CDS	321				hypothetical protein
573.12862_00335	gene	504				
573.12862_00335	CDS	504				hypothetical protein
573.12862_00336	gene	525	ubiJ_1			
573.12862_00336	CDS	525	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
573.12862_00337	gene	996	yhbU			
573.12862_00337	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
573.12862_00338	gene	879				
573.12862_00338	CDS	879				hypothetical protein
573.12862_00339	gene	1008				
573.12862_00339	CDS	1008				hypothetical protein
573.12862_00340	gene	1245	mtr			
573.12862_00340	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
573.12862_00341	gene	1932	deaD			
573.12862_00341	CDS	1932	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
573.12862_00342	gene	885	nlpI			
573.12862_00342	CDS	885	nlpI		COG4785	Lipoprotein NlpI
573.12862_00343	gene	2136	pnp			
573.12862_00343	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
573.12862_00344	gene	270	rpsO			
573.12862_00344	CDS	270	rpsO		COG0184	30S ribosomal protein S15
573.12862_00345	gene	945	truB			
573.12862_00345	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
573.12862_00346	gene	402	rbfA			
573.12862_00346	CDS	402	rbfA		COG0858	30S ribosome-binding factor
573.12862_00347	gene	2691	infB			
573.12862_00347	CDS	2691	infB		COG0532	Translation initiation factor IF-2
573.12862_00348	gene	1488	nusA			
573.12862_00348	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
573.12862_00349	gene	453	rimP			
573.12862_00349	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
573.12862_00350	gene	77				
573.12862_00350	tRNA	77				tRNA-Met(cat)
573.12862_00351	gene	1344	argG			
573.12862_00351	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
573.12862_00352	gene	630	iprA_1			
573.12862_00352	CDS	630	iprA_1			Inhibitor of hydrogen peroxide resistance
573.12862_00353	gene	552				
573.12862_00353	CDS	552				hypothetical protein
573.12862_00354	gene	402				
573.12862_00354	CDS	402				hypothetical protein
573.12862_00355	gene	87				
573.12862_00355	tRNA	87				tRNA-Leu(gag)
573.12862_00356	gene	330	secG			
573.12862_00356	CDS	330	secG		COG1314	Protein-export membrane protein SecG
573.12862_00357	gene	1338	glmM			
573.12862_00357	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
573.12862_00358	gene	849	folP_1			
573.12862_00358	CDS	849	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
573.12862_00359	gene	1944	ftsH			
573.12862_00359	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
573.12862_00360	gene	630	rlmE			
573.12862_00360	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
573.12862_00361	gene	333	yhbY			
573.12862_00361	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
573.12862_00362	gene	477	greA			
573.12862_00362	CDS	477	greA		COG0782	Transcription elongation factor GreA
573.12862_00363	gene	1434	dacB			
573.12862_00363	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
573.12862_00364	gene	1179	obgE			
573.12862_00364	CDS	1179	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
573.12862_00365	gene	966	yhbE			
573.12862_00365	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
573.12862_00366	gene	258	rpmA			
573.12862_00366	CDS	258	rpmA		COG0211	50S ribosomal protein L27
573.12862_00367	gene	312	rplU			
573.12862_00367	CDS	312	rplU		COG0261	50S ribosomal protein L21
573.12862_00368	gene	972	ispB			
573.12862_00368	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
573.12862_00369	gene	273				
573.12862_00369	CDS	273				hypothetical protein
573.12862_00370	gene	1260	murA			
573.12862_00370	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
573.12862_00371	gene	255	ibaG			
573.12862_00371	CDS	255	ibaG		COG5007	Acid stress protein IbaG
573.12862_00372	gene	291	mlaB			
573.12862_00372	CDS	291	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
573.12862_00373	gene	636	mlaC			
573.12862_00373	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
573.12862_00374	gene	552	mlaD			
573.12862_00374	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
573.12862_00375	gene	783	mlaE			
573.12862_00375	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
573.12862_00376	gene	813	mlaF			
573.12862_00376	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
573.12862_00377	gene	978	yrbG			
573.12862_00377	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
573.12862_00378	gene	987	kdsD			
573.12862_00378	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
573.12862_00379	gene	567	kdsC			
573.12862_00379	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
573.12862_00380	gene	576	lptC			
573.12862_00380	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
573.12862_00381	gene	546	lptA			
573.12862_00381	CDS	546	lptA		COG1934	Lipopolysaccharide export system protein LptA
573.12862_00382	gene	726	lptB_1			
573.12862_00382	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
573.12862_00383	gene	1434	rpoN			
573.12862_00383	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
573.12862_00384	gene	288	hpf			
573.12862_00384	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
573.12862_00385	gene	489	ptsN			
573.12862_00385	CDS	489	ptsN		COG1762	Nitrogen regulatory protein
573.12862_00386	gene	855	rapZ			
573.12862_00386	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
573.12862_00387	gene	273	ptsO			
573.12862_00387	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
573.12862_00388	gene	726	mtgA			
573.12862_00388	CDS	726	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
573.12862_00389	gene	654	elbB			
573.12862_00389	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
573.12862_00390	gene	2340	arcB			
573.12862_00390	CDS	2340	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
573.12862_00391	gene	1065	uxuA_1			
573.12862_00391	CDS	1065	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
573.12862_00392	gene	1017	rspB			
573.12862_00392	CDS	1017	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
573.12862_00393	gene	1284	exuT_2			
573.12862_00393	CDS	1284	exuT_2			Hexuronate transporter
573.12862_00394	gene	933				
573.12862_00394	CDS	933				hypothetical protein
573.12862_00395	gene	4461	gltB			
573.12862_00395	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
573.12862_00396	gene	1419	gltD			
573.12862_00396	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
573.12862_00397	gene	705	nanE			
573.12862_00397	CDS	705	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
573.12862_00398	gene	495	sspB			
573.12862_00398	CDS	495	sspB		COG2969	Stringent starvation protein B
573.12862_00399	gene	639	sspA			
573.12862_00399	CDS	639	sspA		COG0625	Stringent starvation protein A
573.12862_00400	gene	393	rpsI			
573.12862_00400	CDS	393	rpsI		COG0103	30S ribosomal protein S9
573.12862_00401	gene	429	rplM			
573.12862_00401	CDS	429	rplM		COG0102	50S ribosomal protein L13
573.12862_00402	gene	1128	zapE_1			
573.12862_00402	CDS	1128	zapE_1		COG1485	Cell division protein ZapE
573.12862_00403	gene	399	yhcB			
573.12862_00403	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
573.12862_00404	gene	1368	degQ			
573.12862_00404	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
573.12862_00405	gene	1059	degS			
573.12862_00405	CDS	1059	degS	3.4.21.107	COG0265	Serine endoprotease DegS
573.12862_00406	gene	939	mdh_1			
573.12862_00406	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
573.12862_00407	gene	471	argR			
573.12862_00407	CDS	471	argR		COG1438	Arginine repressor
573.12862_00408	gene	264				
573.12862_00408	CDS	264				hypothetical protein
573.12862_00409	gene	267				
573.12862_00409	CDS	267				hypothetical protein
573.12862_00410	gene	276	yhcO			
573.12862_00410	CDS	276	yhcO		COG2732	putative protein YhcO
573.12862_00411	gene	1968	aaeB_1			
573.12862_00411	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
573.12862_00412	gene	933	aaeA_1			
573.12862_00412	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
573.12862_00413	gene	204	aaeX			
573.12862_00413	CDS	204	aaeX			Protein AaeX
573.12862_00414	gene	930	dmlR_2			
573.12862_00414	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
573.12862_00415	gene	1446	tldD			
573.12862_00415	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
573.12862_00416	gene	3798				
573.12862_00416	CDS	3798				hypothetical protein
573.12862_00417	gene	1470	rng			
573.12862_00417	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
573.12862_00418	gene	582	yhdE			
573.12862_00418	CDS	582	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
573.12862_00419	gene	489	mreD			
573.12862_00419	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
573.12862_00420	gene	993	mreC			
573.12862_00420	CDS	993	mreC		COG1792	Cell shape-determining protein MreC
573.12862_00421	gene	1044	mreB			
573.12862_00421	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
573.12862_00422	gene	1941	csrD			
573.12862_00422	CDS	1941	csrD			RNase E specificity factor CsrD
573.12862_00423	gene	1002	msrP			
573.12862_00423	CDS	1002	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
573.12862_00424	gene	609	msrQ			
573.12862_00424	CDS	609	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
573.12862_00425	gene	453	aroQ			
573.12862_00425	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
573.12862_00426	gene	468	accB			
573.12862_00426	CDS	468	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
573.12862_00427	gene	1350	accC			
573.12862_00427	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
573.12862_00428	gene	243	yhdT			
573.12862_00428	CDS	243	yhdT		COG3924	putative membrane protein YhdT
573.12862_00429	gene	1452	panF			
573.12862_00429	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
573.12862_00430	gene	882	prmA			
573.12862_00430	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
573.12862_00431	gene	966	dusB			
573.12862_00431	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
573.12862_00432	gene	297	fis			
573.12862_00432	CDS	297	fis		COG2901	DNA-binding protein Fis
573.12862_00433	gene	192				
573.12862_00433	CDS	192				hypothetical protein
573.12862_00434	gene	1662				
573.12862_00434	CDS	1662				hypothetical protein
573.12862_00435	gene	357				
573.12862_00435	CDS	357				hypothetical protein
573.12862_00436	gene	192				
573.12862_00436	CDS	192				hypothetical protein
573.12862_00437	gene	153				
573.12862_00437	CDS	153				hypothetical protein
573.12862_00438	gene	444				
573.12862_00438	CDS	444				hypothetical protein
573.12862_00439	gene	300				
573.12862_00439	CDS	300				hypothetical protein
573.12862_00440	gene	336				
573.12862_00440	CDS	336				hypothetical protein
573.12862_00441	gene	1242				
573.12862_00441	CDS	1242				hypothetical protein
573.12862_00442	gene	561				
573.12862_00442	CDS	561				hypothetical protein
573.12862_00443	gene	1167				
573.12862_00443	CDS	1167				hypothetical protein
573.12862_00444	gene	513				
573.12862_00444	CDS	513				hypothetical protein
573.12862_00445	gene	336				
573.12862_00445	CDS	336				hypothetical protein
573.12862_00446	gene	2136				
573.12862_00446	CDS	2136				hypothetical protein
573.12862_00447	gene	366				
573.12862_00447	CDS	366				hypothetical protein
573.12862_00448	gene	369				
573.12862_00448	CDS	369				hypothetical protein
573.12862_00449	gene	315				
573.12862_00449	CDS	315				hypothetical protein
573.12862_00450	gene	189				
573.12862_00450	CDS	189				hypothetical protein
573.12862_00451	gene	738				
573.12862_00451	CDS	738				hypothetical protein
573.12862_00452	gene	780				
573.12862_00452	CDS	780				hypothetical protein
573.12862_00453	gene	285				
573.12862_00453	CDS	285				hypothetical protein
573.12862_00454	gene	942				
573.12862_00454	CDS	942				hypothetical protein
573.12862_00455	gene	1227	intA_1			
573.12862_00455	CDS	1227	intA_1		COG0582	Prophage integrase IntA
573.12862_00456	gene	651	acrR_1			
573.12862_00456	CDS	651	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
573.12862_00457	gene	1140	acrE			
573.12862_00457	CDS	1140	acrE			Multidrug export protein AcrE
